"Scaffold.x","Scaffold.y","PercentOfTotal","clusterID.Scaffold","Cluster.Size","pop","FSC.A","FSC.H","FSC.W","SSC.A","SSC.H","SSC.W","CD4","Live","CD11b","CD44","CD5.Ly6G","IA.IE","V.BV610.A","CD317","CD62L","CD8a.SiglecF","F4.80","G.PE.A","G.PE.TR.A","CD161","Ly6C","CD25","CD11c","CD19","Time","CD11b.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD11c.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD161.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD19.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD25.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD317.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD4.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD44.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD5.Ly6G.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD62L.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","CD8a.SiglecF.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","F4.80.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","FSC.A.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","FSC.H.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","FSC.W.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","G.PE.A.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","G.PE.TR.A.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","IA.IE.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","Live.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","Ly6C.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","popsize.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","SSC.A.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","SSC.H.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","SSC.W.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","Time.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","V.BV610.A.FMO_FMO_FMO_FMO_C01_25.APR.2018_0277.fcs","popID.Scaffold.28.fgcol"
"-209.733727"," 553.207743","0.050335208"," 78","  326","B1 B cells","56331.99","45948.5","79691.64"," 99488.05"," 82938.5","76248.57","1.2407487","1.4790737","1.1920291","2.48687484","2.0386183","3.3634656","0.9832606","1.5163079","3.2405436","1.2664651","2.0756455","1.0536527","0.6651636","3.3263020","3.7658871","1.8517635","1.40555751","3.4640662"," 7832.05","1.1920291","1.40555751","3.3263020","3.4640662","1.8517635","1.5163079","1.2407487","2.48687484","2.0386183","3.2405436","1.2664651","2.0756455","56331.99","45948.5","79691.64","1.0536527","0.6651636","3.3634656","1.4790737","3.7658871","  326"," 99488.05"," 82938.5","76248.57"," 7832.05","0.9832606","1"
"-564.843376"," 426.418702","0.992653530"," 79"," 6429","B2Bcells","37748.10","34706.0","71293.74"," 39666.21"," 38690.0","67076.02","0.7540210","1.2342595","1.0303271","0.55801029","1.0830920","2.5843597","0.9894313","1.2082913","3.2070265","1.1037019","1.0861384","0.8734014","0.9825369","0.9689144","2.0939615","1.0307842","1.77920928","2.8669485"," 8692.60","1.0303271","1.77920928","0.9689144","2.8669485","1.0307842","1.2082913","0.7540210","0.55801029","1.0830920","3.2070265","1.1037019","1.0861384","37748.10","34706.0","71293.74","0.8734014","0.9825369","2.5843597","1.2342595","2.0939615"," 6429"," 39666.21"," 38690.0","67076.02"," 8692.60","0.9894313","1"
"-489.897282"," 535.116003","0.505204908"," 80"," 3272","B2Bcells","38716.86","35301.0","72147.82"," 44480.32"," 42800.5","67798.52","0.7593724","1.2487921","1.0494390","0.77887616","1.0752538","2.9321366","0.9981918","1.1824675","3.0752328","0.9647639","1.1108064","0.9094625","0.9381673","0.9967623","3.0223538","1.0858941","1.32426881","2.9337992"," 8930.50","1.0494390","1.32426881","0.9967623","2.9337992","1.0858941","1.1824675","0.7593724","0.77887616","1.0752538","3.0752328","0.9647639","1.1108064","38716.86","35301.0","72147.82","0.9094625","0.9381673","2.9321366","1.2487921","3.0223538"," 3272"," 44480.32"," 42800.5","67798.52"," 8930.50","0.9981918","1"
" 331.897277"," 112.216435","0.307415333"," 81"," 1991","RPMac","27395.94","25267.0","71286.57"," 76127.54"," 71877.0","68690.77","0.9424717","1.2302811","1.2658224","2.63555765","1.0450936","2.2221747","1.1180764","1.4552193","1.8196606","1.3804722","2.8971905","0.9300203","0.9532461","1.1744634","2.3395692","0.5766568","2.73103380","1.7422661"," 9576.20","1.2658224","2.73103380","1.1744634","1.7422661","0.5766568","1.4552193","0.9424717","2.63555765","1.0450936","1.8196606","1.3804722","2.8971905","27395.94","25267.0","71286.57","0.9300203","0.9532461","2.2221747","1.2302811","2.3395692"," 1991"," 76127.54"," 71877.0","68690.77"," 9576.20","1.1180764","1"
"   6.559461","-288.969761","0.951273666"," 82"," 6161","CD8CM","47680.62","42858.0","72991.95"," 54245.31"," 50946.0","69681.83","0.8201164","1.4306680","1.0562479","2.46694909","3.1918511","1.4900313","0.9460980","1.4736995","3.5343638","2.3494393","1.1759724","0.8943312","0.9092462","0.9034854","3.2948774","0.9819088","2.51575260","1.6446882"," 8891.70","1.0562479","2.51575260","0.9034854","1.6446882","0.9819088","1.4736995","0.8201164","2.46694909","3.1918511","3.5343638","2.3494393","1.1759724","47680.62","42858.0","72991.95","0.8943312","0.9092462","1.4900313","1.4306680","3.2948774"," 6161"," 54245.31"," 50946.0","69681.83"," 8891.70","0.9460980","1"
"-433.146166"," 804.176642","0.358831359"," 83"," 2324","B2Bcells","48536.28","41579.0","76028.17"," 78462.82"," 70261.0","72441.05","1.0414155","1.3913962","1.0842392","1.97241839","1.5645873","3.2601993","0.9976406","1.2236773","2.9289449","1.0457112","1.5670808","0.9908342","0.7888240","3.1239621","3.5629990","1.4867126","0.22912624","3.3348064"," 8270.50","1.0842392","0.22912624","3.1239621","3.3348064","1.4867126","1.2236773","1.0414155","1.97241839","1.5645873","2.9289449","1.0457112","1.5670808","48536.28","41579.0","76028.17","0.9908342","0.7888240","3.2601993","1.3913962","3.5629990"," 2324"," 78462.82"," 70261.0","72441.05"," 8270.50","0.9976406","1"
" 519.514690"," 407.505598","0.023932384"," 84","  155","cDC1","60164.52","45882.0","85375.69","124337.52","102747.0","80416.56","0.6230615","1.0511672","1.3119179","2.36837180","1.8556279","3.2190735","1.2328824","1.4790279","1.2442383","3.0403779","1.5224438","0.8881803","0.9578277","1.0124555","2.7879795","1.0061641","4.20399196","0.2124844"," 7207.20","1.3119179","4.20399196","1.0124555","0.2124844","1.0061641","1.4790279","0.6230615","2.36837180","1.8556279","1.2442383","3.0403779","1.5224438","60164.52","45882.0","85375.69","0.8881803","0.9578277","3.2190735","1.0511672","2.7879795","  155","124337.52","102747.0","80416.56"," 7207.20","1.2328824","1"
" 158.136121"," 546.451014","0.604176896"," 85"," 3913","NKc","42162.90","37878.0","72990.93"," 47756.01"," 45277.0","69132.80","0.8451150","1.2927635","1.7434237","2.17749533","0.9716222","1.2722803","0.9591309","1.4610393","3.4412966","0.9479093","1.2407872","0.8527793","0.8977826","3.2958468","2.6346794","1.7616153","2.42245846","2.2787523","10410.70","1.7434237","2.42245846","3.2958468","2.2787523","1.7616153","1.4610393","0.8451150","2.17749533","0.9716222","3.4412966","0.9479093","1.2407872","42162.90","37878.0","72990.93","0.8527793","0.8977826","1.2722803","1.2927635","2.6346794"," 3913"," 47756.01"," 45277.0","69132.80","10410.70","0.9591309","1"
"-198.300127","-320.971243","0.646174370"," 86"," 4185","CD4Naives","39574.86","36358.0","71464.34"," 38258.74"," 36956.0","67888.77","2.1918044","1.3309700","1.0512076","1.92883625","2.9332168","1.1542999","0.9707931","1.3010725","3.1064283","0.9486410","1.0361756","0.8726633","0.9752969","0.9564765","2.5929252","1.0127210","1.54574240","1.3691647"," 9338.60","1.0512076","1.54574240","0.9564765","1.3691647","1.0127210","1.3010725","2.1918044","1.92883625","2.9332168","3.1064283","0.9486410","1.0361756","39574.86","36358.0","71464.34","0.8726633","0.9752969","1.1542999","1.3309700","2.5929252"," 4185"," 38258.74"," 36956.0","67888.77"," 9338.60","0.9707931","1"
"-623.000781"," 609.564619","1.208508194"," 87"," 7827","B2Bcells","41831.40","37583.0","73210.21"," 51261.59"," 49040.0","68374.99","0.8279556","1.2785492","1.0802092","0.67106928","1.1156123","2.9566306","1.0041940","1.1369887","2.5603447","0.9319660","1.1022182","0.8855440","0.9762924","1.0098904","2.4766047","1.0659130","1.06130237","2.9595546"," 8607.70","1.0802092","1.06130237","1.0098904","2.9595546","1.0659130","1.1369887","0.8279556","0.67106928","1.1156123","2.5603447","0.9319660","1.1022182","41831.40","37583.0","73210.21","0.8855440","0.9762924","2.9566306","1.2785492","2.4766047"," 7827"," 51261.59"," 49040.0","68374.99"," 8607.70","1.0041940","1"
" 549.748588"," 195.758743","0.124139592"," 88","  804","pDCs","39378.30","32677.0","78524.78","100263.08"," 87858.0","74342.06","0.7449805","1.4791380","1.0589804","0.38966381","1.4510738","1.8799681","1.0416446","2.8510282","1.1269493","0.9998628","1.2168079","0.9779613","0.8975692","0.9479320","3.6377909","1.2203512","1.68905404","1.8454231"," 9045.15","1.0589804","1.68905404","0.9479320","1.8454231","1.2203512","2.8510282","0.7449805","0.38966381","1.4510738","1.1269493","0.9998628","1.2168079","39378.30","32677.0","78524.78","0.9779613","0.8975692","1.8799681","1.4791380","3.6377909","  804","100263.08"," 87858.0","74342.06"," 9045.15","1.0416446","1"
"-397.087255"," 630.170933","0.489455855"," 89"," 3170","B1 B cells","46694.70","40702.5","75465.38"," 67922.80"," 62600.5","70960.71","1.0707940","1.3700402","1.1546813","2.21065973","1.3908094","3.0533067","1.0129481","1.1468722","2.6059625","1.0391629","1.1741686","0.8966237","0.9644717","1.0554837","2.7509117","1.1120140","0.78134651","3.1607705"," 8760.65","1.1546813","0.78134651","1.0554837","3.1607705","1.1120140","1.1468722","1.0707940","2.21065973","1.3908094","2.6059625","1.0391629","1.1741686","46694.70","40702.5","75465.38","0.8966237","0.9644717","3.0533067","1.3700402","2.7509117"," 3170"," 67922.80"," 62600.5","70960.71"," 8760.65","1.0129481","1"
"-263.950897","-121.447121","0.364544250"," 90"," 2361","CD4EM","42517.02","38258.0","72974.77"," 50890.08"," 47951.0","69376.30","2.2875947","1.4706312","1.1004482","2.83290604","3.5427701","1.3990954","0.9380590","1.4511933","1.7051753","0.9807512","1.1247206","0.8663939","0.9822759","0.9915518","2.2755167","0.9894130","1.56785260","1.1530735"," 8634.10","1.1004482","1.56785260","0.9915518","1.1530735","0.9894130","1.4511933","2.2875947","2.83290604","3.5427701","1.7051753","0.9807512","1.1247206","42517.02","38258.0","72974.77","0.8663939","0.9822759","1.3990954","1.4706312","2.2755167"," 2361"," 50890.08"," 47951.0","69376.30"," 8634.10","0.9380590","1"
"-413.765853"," 569.939093","0.354662492"," 91"," 2297","B2Bcells","47779.68","41122.0","76053.49"," 79881.45"," 71278.0","72662.70","0.9735409","1.3735631","1.1628698","1.81922716","1.3556668","3.3211570","1.0166911","1.1800257","2.9491572","1.0149950","1.2436538","0.9086478","0.9431652","1.9182157","2.9672657","1.2299833","0.55116861","3.3402332"," 8412.00","1.1628698","0.55116861","1.9182157","3.3402332","1.2299833","1.1800257","0.9735409","1.81922716","1.3556668","2.9491572","1.0149950","1.2436538","47779.68","41122.0","76053.49","0.9086478","0.9431652","3.3211570","1.3735631","2.9672657"," 2297"," 79881.45"," 71278.0","72662.70"," 8412.00","1.0166911","1"
"-595.282557"," 522.926135","0.831148538"," 92"," 5383","B2Bcells","37011.00","34261.0","70881.70"," 38218.00"," 37409.0","66917.07","0.7381932","1.2312355","1.0230623","0.86835785","0.9779483","2.4628409","0.9992421","1.1225940","1.4271123","0.9286898","1.0430949","0.8760151","0.9882271","0.9947671","1.8643014","1.0224194","1.03935295","2.4799196","10194.50","1.0230623","1.03935295","0.9947671","2.4799196","1.0224194","1.1225940","0.7381932","0.86835785","0.9779483","1.4271123","0.9286898","1.0430949","37011.00","34261.0","70881.70","0.8760151","0.9882271","2.4628409","1.2312355","1.8643014"," 5383"," 38218.00"," 37409.0","66917.07","10194.50","0.9992421","1"
" 102.826917"," 329.969207","0.063922626"," 93","  414","NKc","41136.42","36960.0","73294.28"," 54267.62"," 51141.0","69969.36","1.0155461","1.2276978","0.9786250","2.48466613","1.0866221","1.3915295","1.0036323","1.2314906","1.3662463","1.0768164","1.3403002","0.8780979","0.9297193","2.9070766","2.4857327","1.3518455","3.07723658","1.8718358"," 9293.85","0.9786250","3.07723658","2.9070766","1.8718358","1.3518455","1.2314906","1.0155461","2.48466613","1.0866221","1.3662463","1.0768164","1.3403002","41136.42","36960.0","73294.28","0.8780979","0.9297193","1.3915295","1.2276978","2.4857327","  414"," 54267.62"," 51141.0","69969.36"," 9293.85","1.0036323","1"
" 101.638227"," 558.281679","0.176327630"," 94"," 1142","NKc","41534.22","37844.5","72205.65"," 44396.90"," 42553.5","68353.91","0.8149950","1.2691670","2.4930252","1.12578984","0.9429119","1.1960245","0.9706838","1.3664476","3.1879866","0.9774821","1.2506771","0.8525213","0.8963726","3.2308868","2.5965276","1.8229627","2.23803185","2.2047425","10549.25","2.4930252","2.23803185","3.2308868","2.2047425","1.8229627","1.3664476","0.8149950","1.12578984","0.9429119","3.1879866","0.9774821","1.2506771","41534.22","37844.5","72205.65","0.8525213","0.8963726","1.1960245","1.2691670","2.5965276"," 1142"," 44396.90"," 42553.5","68353.91","10549.25","0.9706838","1"
" 620.216772"," -73.235556","0.055430490"," 95","  359","Monos","49621.26","43186.0","75497.18"," 77409.88"," 70679.0","71950.95","0.7064400","1.2309950","3.3077343","1.66069165","1.0427362","2.9460945","1.0758227","1.3714610","2.1040806","1.0937034","1.7527277","0.8493386","0.8658460","1.2513548","2.6713357","2.0191799","2.73034070","1.8309364"," 9003.90","3.3077343","2.73034070","1.2513548","1.8309364","2.0191799","1.3714610","0.7064400","1.66069165","1.0427362","2.1040806","1.0937034","1.7527277","49621.26","43186.0","75497.18","0.8493386","0.8658460","2.9460945","1.2309950","2.6713357","  359"," 77409.88"," 70679.0","71950.95"," 9003.90","1.0758227","1"
" 174.576398"," 182.223524","0.162894614"," 96"," 1055","DNcDC","52371.54","45359.0","76277.91"," 76735.73"," 69829.0","71893.05","0.9364897","1.1834978","2.1510022","2.86029241","1.4877951","2.8451305","1.0559367","1.6669241","3.1405711","1.2824046","1.0767879","0.8577780","0.9691017","0.9726422","2.4001765","1.1238521","3.55548705","1.1346950"," 9742.30","2.1510022","3.55548705","0.9726422","1.1346950","1.1238521","1.6669241","0.9364897","2.86029241","1.4877951","3.1405711","1.2824046","1.0767879","52371.54","45359.0","76277.91","0.8577780","0.9691017","2.8451305","1.1834978","2.4001765"," 1055"," 76735.73"," 69829.0","71893.05"," 9742.30","1.0559367","1"
"-233.434018"," 489.996094","0.385697390"," 97"," 2498","B2Bcells","48555.78","41511.0","76113.06"," 77698.46"," 69931.5","72302.38","1.0512661","1.3664586","1.1805888","2.33122240","1.5802234","3.1635629","1.0015222","1.2362372","2.9984524","1.0365995","1.3591541","0.9209297","0.9141999","2.4720077","3.1260734","1.1998523","1.51204026","3.2211639"," 8653.35","1.1805888","1.51204026","2.4720077","3.2211639","1.1998523","1.2362372","1.0512661","2.33122240","1.5802234","2.9984524","1.0365995","1.3591541","48555.78","41511.0","76113.06","0.9209297","0.9141999","3.1635629","1.3664586","3.1260734"," 2498"," 77698.46"," 69931.5","72302.38"," 8653.35","1.0015222","1"
"-335.170102"," 437.229448","0.218325104"," 98"," 1414","B1 B cells","50411.01","42996.5","76937.68"," 81578.46"," 73198.5","72818.25","1.1540969","1.3800684","1.2223419","2.70743353","2.4436720","3.2354967","1.0128359","1.2328402","2.9338160","1.1285313","1.2668998","0.8972249","0.9575317","1.0160846","2.7964880","1.1157144","1.71112574","3.2382966"," 8615.50","1.2223419","1.71112574","1.0160846","3.2382966","1.1157144","1.2328402","1.1540969","2.70743353","2.4436720","2.9338160","1.1285313","1.2668998","50411.01","42996.5","76937.68","0.8972249","0.9575317","3.2354967","1.3800684","2.7964880"," 1414"," 81578.46"," 73198.5","72818.25"," 8615.50","1.0128359","1"
"-638.825497"," 524.826334","0.177717252"," 99"," 1151","B2Bcells","41744.82","37503.0","73266.37"," 53950.43"," 51402.0","68699.34","0.7799375","1.6472766","1.0389833","1.24849636","0.9306609","3.0322837","0.9535850","1.1699413","2.7973113","3.7173770","1.0119764","0.8777160","0.9836553","1.0147302","2.3477879","1.1756561","1.18341063","3.0016054"," 8897.70","1.0389833","1.18341063","1.0147302","3.0016054","1.1756561","1.1699413","0.7799375","1.24849636","0.9306609","2.7973113","3.7173770","1.0119764","41744.82","37503.0","73266.37","0.8777160","0.9836553","3.0322837","1.6472766","2.3477879"," 1151"," 53950.43"," 51402.0","68699.34"," 8897.70","0.9535850","1"
" 109.848686"," 640.130312","0.258778553","100"," 1676","NKc","41067.00","37505.0","71589.95"," 44164.10"," 42478.0","67942.09","0.8592041","1.2968559","2.2644320","1.44570562","0.9597549","1.2903123","0.9722257","1.3722351","2.9869942","0.9742601","0.5328034","0.8626653","0.9141572","3.3428503","2.5448375","1.5417809","0.35561180","2.3347370"," 8456.80","2.2644320","0.35561180","3.3428503","2.3347370","1.5417809","1.3722351","0.8592041","1.44570562","0.9597549","2.9869942","0.9742601","0.5328034","41067.00","37505.0","71589.95","0.8626653","0.9141572","1.2903123","1.2968559","2.5448375"," 1676"," 44164.10"," 42478.0","67942.09"," 8456.80","0.9722257","1"
"-513.845524"," 478.662916","0.298459990","101"," 1933","B2Bcells","43712.76","38443.0","74406.78"," 60627.91"," 56309.0","69890.38","0.8839650","1.3537293","1.1092928","1.18682968","1.9348232","3.0764063","1.0042410","1.1859680","2.9156874","0.9899963","1.1603034","0.8934900","0.9623738","1.2167067","2.7405430","1.1160601","1.06872051","3.0850463"," 8421.50","1.1092928","1.06872051","1.2167067","3.0850463","1.1160601","1.1859680","0.8839650","1.18682968","1.9348232","2.9156874","0.9899963","1.1603034","43712.76","38443.0","74406.78","0.8934900","0.9623738","3.0764063","1.3537293","2.7405430"," 1933"," 60627.91"," 56309.0","69890.38"," 8421.50","1.0042410","1"
" 710.465053","  -4.399682","0.364081043","102"," 2358","pDCs","50169.21","42722.0","77125.80"," 73628.82"," 68362.5","70360.40","1.7604156","1.4643449","1.1145643","2.50285495","0.8930299","2.2156951","1.0095446","3.4264611","1.9528202","0.6114826","1.1689764","0.8400148","1.0570944","0.7459508","3.2912474","1.6817122","3.02319673","1.9223462"," 9195.10","1.1145643","3.02319673","0.7459508","1.9223462","1.6817122","3.4264611","1.7604156","2.50285495","0.8930299","1.9528202","0.6114826","1.1689764","50169.21","42722.0","77125.80","0.8400148","1.0570944","2.2156951","1.4643449","3.2912474"," 2358"," 73628.82"," 68362.5","70360.40"," 9195.10","1.0095446","1"
"-286.156927","-245.563010","0.719052339","103"," 4657","TReg","39851.76","36435.0","71764.63"," 41645.98"," 40156.0","68009.41","2.1490329","1.3802043","1.0502836","2.36170274","3.2946162","1.1653126","0.9579158","1.3367580","2.6606946","0.9433567","1.0527172","0.8635247","0.9931382","0.9770096","1.5537567","1.0059314","1.55304531","1.1235529"," 9666.30","1.0502836","1.55304531","0.9770096","1.1235529","1.0059314","1.3367580","2.1490329","2.36170274","3.2946162","2.6606946","0.9433567","1.0527172","39851.76","36435.0","71764.63","0.8635247","0.9931382","1.1653126","1.3802043","1.5537567"," 4657"," 41645.98"," 40156.0","68009.41"," 9666.30","0.9579158","1"
"  86.955173"," 621.117558","0.553996091","104"," 3588","NKc","40262.04","36623.0","72090.79"," 41825.43"," 40077.0","68233.65","0.8989783","1.2938762","2.0987476","1.83655658","0.9684676","1.2949359","0.9503675","1.4356694","3.0950585","0.9526264","1.4410730","0.8567368","0.8764773","3.3472900","2.6954570","1.9817293","0.39948581","2.3332040","10316.70","2.0987476","0.39948581","3.3472900","2.3332040","1.9817293","1.4356694","0.8989783","1.83655658","0.9684676","3.0950585","0.9526264","1.4410730","40262.04","36623.0","72090.79","0.8567368","0.8764773","1.2949359","1.2938762","2.6954570"," 3588"," 41825.43"," 40077.0","68233.65","10316.70","0.9503675","1"
"-523.947263"," 436.424640","1.373718845","105"," 8897","B2Bcells","37420.50","34511.0","71182.68"," 37911.48"," 37100.0","66872.55","0.7256216","1.2025122","1.0189919","0.58205619","0.9568353","2.8134637","0.9970206","1.1546412","3.0524805","0.9147982","1.0735707","0.8711742","0.9885642","0.9674972","1.4252466","1.0624368","1.34733127","2.8946873","12821.10","1.0189919","1.34733127","0.9674972","2.8946873","1.0624368","1.1546412","0.7256216","0.58205619","0.9568353","3.0524805","0.9147982","1.0735707","37420.50","34511.0","71182.68","0.8711742","0.9885642","2.8134637","1.2025122","1.4252466"," 8897"," 37911.48"," 37100.0","66872.55","12821.10","0.9970206","1"
"  50.714836","-336.763396","0.211994602","106"," 1373","CD8EM","44580.12","40143.0","73000.89"," 51402.24"," 48512.0","69481.76","0.9807015","1.3767203","1.0657812","2.50973111","3.0187148","1.6065024","0.9773179","1.2520640","2.1889451","2.3985924","1.1147268","0.8875691","0.9526042","0.9943420","2.9870686","1.0096338","1.77865980","1.3058446"," 9460.70","1.0657812","1.77865980","0.9943420","1.3058446","1.0096338","1.2520640","0.9807015","2.50973111","3.0187148","2.1889451","2.3985924","1.1147268","44580.12","40143.0","73000.89","0.8875691","0.9526042","1.6065024","1.3767203","2.9870686"," 1373"," 51402.24"," 48512.0","69481.76"," 9460.70","0.9773179","1"
"-541.257711"," 397.020704","0.075039604","107","  486","B2Bcells","52724.88","41213.5","82232.18"," 92054.46"," 74822.0","80209.70","0.6689364","1.1248481","1.8706176","1.00033129","1.5768318","3.5449665","1.0620892","1.2139731","3.2704255","1.1044156","1.4349969","0.8814814","0.9527992","0.9972950","2.6560836","1.2272179","3.29301900","3.1097870"," 8942.70","1.8706176","3.29301900","0.9972950","3.1097870","1.2272179","1.2139731","0.6689364","1.00033129","1.5768318","3.2704255","1.1044156","1.4349969","52724.88","41213.5","82232.18","0.8814814","0.9527992","3.5449665","1.1248481","2.6560836","  486"," 92054.46"," 74822.0","80209.70"," 8942.70","1.0620892","1"
" 436.443662","-413.812780","0.186672596","108"," 1209","Granulos","53026.74","44815.0","77330.99","135966.84","115682.0","76911.40","0.6989332","1.3857323","3.7457311","0.00000000","3.5674585","1.2769202","1.0651386","1.5727152","3.3407044","1.3967693","0.9673983","0.7930874","0.7533658","1.7770227","3.2394482","2.5419001","3.01231396","2.1570953"," 7878.60","3.7457311","3.01231396","1.7770227","2.1570953","2.5419001","1.5727152","0.6989332","0.00000000","3.5674585","3.3407044","1.3967693","0.9673983","53026.74","44815.0","77330.99","0.7930874","0.7533658","1.2769202","1.3857323","3.2394482"," 1209","135966.84","115682.0","76911.40"," 7878.60","1.0651386","1"
" -37.603059","-274.485058","0.715192277","109"," 4632","TDN","43375.80","39353.5","72336.34"," 46027.47"," 43980.5","68612.82","0.8295862","1.3403913","1.0384395","2.44667179","2.8501802","1.2866125","0.9664632","1.3423395","3.4361063","1.1314311","1.1122309","0.8917814","0.9204905","0.9317294","3.2248932","0.9918312","2.30931008","1.2084043"," 9303.90","1.0384395","2.30931008","0.9317294","1.2084043","0.9918312","1.3423395","0.8295862","2.44667179","2.8501802","3.4361063","1.1314311","1.1122309","43375.80","39353.5","72336.34","0.8917814","0.9204905","1.2866125","1.3403913","3.2248932"," 4632"," 46027.47"," 43980.5","68612.82"," 9303.90","0.9664632","1"
"  19.341708"," 679.515144","0.057592124","110","  373","B2Bcells","46119.06","39895.0","76051.52"," 75465.03"," 69032.0","71142.41","1.0295536","0.8271509","2.4918058","0.00000000","1.0057806","3.6220388","1.1639960","1.0542068","1.7743784","1.0626317","1.5078498","0.8661229","0.9430093","1.0889069","2.3744516","1.3633946","3.85633999","2.0814473"," 8053.20","2.4918058","3.85633999","1.0889069","2.0814473","1.3633946","1.0542068","1.0295536","0.00000000","1.0057806","1.7743784","1.0626317","1.5078498","46119.06","39895.0","76051.52","0.8661229","0.9430093","3.6220388","0.8271509","2.3744516","  373"," 75465.03"," 69032.0","71142.41"," 8053.20","1.1639960","1"
"-474.837188"," 363.706409","0.149924806","111","  971","B1 B cells","43942.86","38822.0","74333.60"," 60683.20"," 56717.0","69788.71","0.7608243","1.3308418","1.0740208","0.85546763","2.5395990","3.1557276","0.9991828","1.1963422","2.9912614","1.1102928","1.1367599","0.8869295","0.9750111","0.9820947","2.4467223","1.0844425","1.48427166","3.0431390"," 8495.70","1.0740208","1.48427166","0.9820947","3.0431390","1.0844425","1.1963422","0.7608243","0.85546763","2.5395990","2.9912614","1.1102928","1.1367599","43942.86","38822.0","74333.60","0.8869295","0.9750111","3.1557276","1.3308418","2.4467223","  971"," 60683.20"," 56717.0","69788.71"," 8495.70","0.9991828","1"
"-455.064717"," 527.596861","0.279159680","112"," 1808","B2Bcells","37345.62","34540.5","70976.64"," 37396.90"," 36715.5","66870.62","0.8162491","1.2479097","1.0303022","0.76322512","0.9889155","1.9566920","0.9941946","1.1389251","2.4955251","0.9495801","1.0613846","0.8738449","0.9859621","0.9857544","1.6782731","1.0238588","1.16321713","2.6515248","10424.50","1.0303022","1.16321713","0.9857544","2.6515248","1.0238588","1.1389251","0.8162491","0.76322512","0.9889155","2.4955251","0.9495801","1.0613846","37345.62","34540.5","70976.64","0.8738449","0.9859621","1.9566920","1.2479097","1.6782731"," 1808"," 37396.90"," 36715.5","66870.62","10424.50","0.9941946","1"
"-138.871650"," 105.969101","0.138807828","113","  899","NKTc","43407.78","39167.0","72662.23"," 48044.10"," 45941.0","68597.17","1.3286963","1.2847122","1.0607749","2.93921215","2.7038086","1.3544970","0.9874537","1.2234984","1.2833045","0.9874137","1.0640753","0.8731382","0.9759376","2.3334022","2.1657162","1.0660376","1.54402876","0.9236997"," 9798.10","1.0607749","1.54402876","2.3334022","0.9236997","1.0660376","1.2234984","1.3286963","2.93921215","2.7038086","1.2833045","0.9874137","1.0640753","43407.78","39167.0","72662.23","0.8731382","0.9759376","1.3544970","1.2847122","2.1657162","  899"," 48044.10"," 45941.0","68597.17"," 9798.10","0.9874537","1"
" 429.512835","-443.036444","0.136028583","114","  881","Granulos","51969.06","43966.0","77344.80","123748.73","106212.0","76122.23","0.7606663","1.3960690","3.7301307","0.00000000","3.5892849","1.3169985","1.0349191","1.7268910","3.3648804","1.7073151","1.5560932","0.8026483","0.7084364","0.9624490","3.2529416","2.4839284","2.94590749","2.1582699"," 9349.00","3.7301307","2.94590749","0.9624490","2.1582699","2.4839284","1.7268910","0.7606663","0.00000000","3.5892849","3.3648804","1.7073151","1.5560932","51969.06","43966.0","77344.80","0.8026483","0.7084364","1.3169985","1.3960690","3.2529416","  881","123748.73","106212.0","76122.23"," 9349.00","1.0349191","1"
